ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,URBANICITY,ZIP_CODE,STATE
840809480,0,29JUN63,36.0,3,12.0,"$56,048",No,"$137,836",Yes,M,Masters,Lawyer,15,Private,"$10,700",6,Minivan,no,"$2,045",2.0,No,2,0.0,16.0,0,Highly Urban/ Urban,17804,NH
800426023,0,02DEC54,44.0,2,15.0,"$16,352",No,"$134,164",Yes,z_F,z_High School,Home Maker,37,Private,"$10,520",1,z_SUV,no,"$7,838",1.0,No,1,8841.0,1.0,1,Highly Urban/ Urban,14104,PA
14827139,0,07FEB43,56.0,0,16.0,"$44,760",No,"$164,852",Yes,M,Bachelors,Manager,30,Private,"$21,770",13,Minivan,yes,$0,0.0,No,0,0.0,6.0,0,Highly Urban/ Urban,14151,DE
212687745,1,30DEC53,45.0,1,14.0,"$63,952",No,"$196,368",Yes,z_F,Masters,Lawyer,50,Private,"$32,340",6,Van,no,"$27,877",2.0,Yes,0,2117.0,13.0,1,Highly Urban/ Urban,17948,NH
224701093,0,16APR65,34.0,3,12.0,"$22,510",No,"$123,888",Yes,M,z_High School,Clerical,26,Private,"$14,690",4,Minivan,yes,$0,0.0,Yes,0,1230.0,1.0,1,z_Highly Rural/ Rural,14764,MT
401200262,0,23SEP51,48.0,0,,,No,"$252,896",Yes,M,Bachelors,Professional,14,Commercial,"$28,560",13,Panel Truck,yes,"$1,554",5.0,No,1,0.0,10.0,0,Highly Urban/ Urban,17308,NY
926073051,1,12OCT55,44.0,2,,"$24,060",Yes,$0,z_No,M,Bachelors,Clerical,24,Private,"$14,220",4,Minivan,no,$0,0.0,No,0,3532.0,10.0,1,Highly Urban/ Urban,16027,DE
45830738,0,25JUL66,33.0,4,12.0,"$20,822",No,"$76,022",Yes,z_F,z_High School,Home Maker,46,Private,"$6,880",13,z_SUV,no,"$7,896",3.0,No,0,866.0,1.0,1,Highly Urban/ Urban,17267,MN
997497927,0,06DEC66,32.0,3,14.0,"$54,968",No,"$146,784",Yes,z_F,z_High School,Professional,20,Private,"$10,040",4,z_SUV,no,$0,0.0,Yes,0,0.0,8.0,0,Highly Urban/ Urban,15030,KS
862203239,0,20OCT65,34.0,0,8.0,"$14,194",No,"$87,034",z_No,z_F,<High School,Clerical,13,Private,"$2,920",4,Sports Car,no,"$24,767",3.0,Yes,2,7786.0,10.0,1,Highly Urban/ Urban,15632,OH
116102677,1,06NOV61,38.0,4,12.0,"$2,149",No,"$72,889",Yes,z_F,<High School,Home Maker,35,Private,"$22,690",10,Pickup,no,$0,0.0,No,2,0.0,1.0,0,Highly Urban/ Urban,11348,NJ
635101571,0,18FEB64,35.0,2,12.0,,Yes,$0,z_No,z_F,<High School,z_Blue Collar,43,Private,"$9,730",5,z_SUV,no,$0,0.0,No,4,5426.0,4.0,1,Highly Urban/ Urban,16894,IA
793404097,2,02JAN55,44.0,2,14.0,"$45,576",No,"$156,623",Yes,z_F,<High School,z_Blue Collar,27,Private,"$1,500",4,Sports Car,no,"$25,276",1.0,No,8,0.0,,0,Highly Urban/ Urban,14849,ND
62434528,2,10MAY56,43.0,3,11.0,"$137,103",Yes,$0,z_No,z_F,Masters,Manager,29,Private,"$19,510",1,Sports Car,no,"$8,890",3.0,No,0,4148.0,15.0,1,Highly Urban/ Urban,13332,CT
935079846,0,05SEP50,49.0,0,9.0,,No,$0,z_No,M,PhD,,31,Commercial,"$33,710",3,Panel Truck,no,"$34,351",2.0,Yes,2,0.0,18.0,0,Highly Urban/ Urban,11619,CO
948288985,0,25OCT53,46.0,0,10.0,"$79,538",No,$0,z_No,z_F,Bachelors,Manager,13,Private,"$14,050",3,Minivan,no,$0,0.0,Yes,2,0.0,11.0,0,Highly Urban/ Urban,11650,MI
396323054,0,03DEC53,45.0,1,11.0,"$185,836",No,"$509,115",Yes,z_F,PhD,Lawyer,28,Private,"$10,250",1,z_SUV,no,"$4,307",3.0,No,6,0.0,20.0,0,Highly Urban/ Urban,12086,MT
299024508,0,01JAN53,46.0,0,14.0,,No,"$397,661",z_No,M,Masters,,22,Commercial,"$33,320",4,Panel Truck,yes,$0,0.0,Yes,1,0.0,12.0,0,Highly Urban/ Urban,17390,MD
39392545,0,08NOV54,45.0,0,11.0,"$61,931",No,"$213,530",Yes,M,Masters,,30,Commercial,"$10,910",13,Pickup,yes,"$25,106",2.0,No,0,0.0,,0,Highly Urban/ Urban,11493,ND
536604822,0,23JUL51,48.0,0,9.0,"$61,509",No,"$195,438",Yes,M,Masters,,40,Commercial,"$23,230",6,Panel Truck,yes,$0,0.0,No,1,0.0,17.0,0,Highly Urban/ Urban,12438,ND
429992959,0,16SEP36,63.0,0,9.0,"$74,426",No,$0,z_No,z_F,PhD,Doctor,11,Private,"$27,600",1,z_SUV,no,$0,0.0,No,0,0.0,18.0,0,Highly Urban/ Urban,14540,NY
160577728,0,18FEB55,44.0,0,9.0,"$74,722",No,"$231,034",Yes,z_F,Bachelors,Professional,9,Private,"$23,640",6,Minivan,no,$0,0.0,No,0,0.0,1.0,0,Highly Urban/ Urban,12858,MS
108385737,1,07MAR54,45.0,2,11.0,"$102,393",Yes,$0,z_No,M,Bachelors,Professional,25,Private,"$1,500",1,Minivan,yes,$0,0.0,No,2,2371.0,11.0,1,Highly Urban/ Urban,13200,MT
414142186,0,17SEP37,62.0,0,15.0,"$40,656",No,"$208,242",Yes,z_F,z_High School,Clerical,57,Private,"$9,170",4,Sports Car,no,"$42,342",2.0,Yes,2,4178.0,7.0,1,Highly Urban/ Urban,14024,MT
421217157,0,24NOV50,48.0,0,0.0,$0,No,"$98,920",Yes,z_F,z_High School,Home Maker,50,Private,"$8,660",3,Sports Car,no,"$8,363",2.0,No,3,0.0,,0,Highly Urban/ Urban,10402,MN
935010485,1,10FEB62,37.0,2,12.0,,No,"$205,211",Yes,z_F,Bachelors,z_Blue Collar,43,Commercial,"$5,200",1,z_SUV,no,"$2,718",1.0,No,1,4804.0,3.0,1,Highly Urban/ Urban,17000,CO
537840281,0,27AUG64,35.0,0,,"$29,371",No,$0,z_No,z_F,<High School,Clerical,49,Private,"$4,860",10,Sports Car,no,$0,0.0,No,0,0.0,1.0,0,Highly Urban/ Urban,17741,IL
748139140,0,13AUG51,48.0,0,12.0,"$31,773",No,"$165,090",Yes,M,z_High School,Clerical,14,Commercial,"$9,640",13,Pickup,no,"$1,212",1.0,No,4,1354.0,1.0,1,Highly Urban/ Urban,11513,WV
601118153,0,26DEC59,39.0,0,11.0,"$33,727",No,$0,z_No,z_F,Bachelors,Clerical,27,Private,"$10,850",1,z_SUV,no,"$8,350",1.0,No,2,0.0,12.0,0,Highly Urban/ Urban,12441,MI
808304017,0,30MAY50,49.0,0,0.0,$0,No,"$159,389",Yes,z_F,Masters,Professional,42,Private,"$6,400",10,z_SUV,no,"$9,115",1.0,No,6,0.0,14.0,0,Highly Urban/ Urban,13343,WY
803325269,0,24JUL55,44.0,2,15.0,"$139,330",Yes,"$316,900",z_No,z_F,z_High School,z_Blue Collar,35,Commercial,"$22,050",10,Sports Car,no,$0,0.0,No,0,0.0,1.0,0,z_Highly Rural/ Rural,14970,NE
701235200,0,22DEC48,50.0,0,13.0,"$163,296",No,"$447,616",z_No,z_F,PhD,Lawyer,42,Private,"$22,830",1,Minivan,no,$0,0.0,No,0,0.0,14.0,0,z_Highly Rural/ Rural,15041,CA
916609661,0,03OCT69,30.0,1,10.0,"$17,455",Yes,"$140,978",z_No,z_F,<High School,z_Blue Collar,50,Private,"$12,380",13,Minivan,no,$0,0.0,No,0,0.0,6.0,0,z_Highly Rural/ Rural,14264,KS
469714824,0,03NOV45,54.0,0,,"$71,007",No,"$240,833",Yes,M,Bachelors,Manager,61,Private,"$14,000",6,Minivan,no,$0,0.0,No,0,0.0,11.0,0,Highly Urban/ Urban,13178,SC
46606719,0,06SEP61,38.0,0,0.0,$0,No,$0,Yes,M,z_High School,Student,41,Commercial,"$17,470",10,Van,no,"$3,157",2.0,No,5,0.0,6.0,0,z_Highly Rural/ Rural,11952,IN
454040458,0,09APR46,53.0,0,6.0,"$38,036",No,"$153,381",Yes,z_F,z_High School,z_Blue Collar,32,Commercial,"$13,140",1,z_SUV,no,$0,0.0,No,4,2425.0,1.0,1,Highly Urban/ Urban,10845,NJ
951246359,0,30MAR46,53.0,0,13.0,"$41,199",No,"$150,933",z_No,z_F,Bachelors,Manager,21,Private,"$15,360",1,z_SUV,no,$0,0.0,No,0,0.0,8.0,0,Highly Urban/ Urban,17361,TN
389315422,0,28NOV69,29.0,1,10.0,"$38,042",Yes,"$202,967",z_No,M,z_High School,Professional,15,Private,"$15,160",6,Minivan,no,$0,0.0,No,0,0.0,1.0,0,Highly Urban/ Urban,12386,TX
180660768,0,20JAN41,58.0,0,11.0,"$91,223",No,$0,z_No,M,Masters,Lawyer,23,Private,"$10,620",6,Pickup,no,$0,0.0,No,0,0.0,,0,Highly Urban/ Urban,13491,IA
184578161,0,25JUL44,55.0,0,7.0,"$45,787",No,"$173,196",Yes,z_F,Masters,Lawyer,5,Private,"$19,380",6,Minivan,no,$0,0.0,No,0,0.0,13.0,0,Highly Urban/ Urban,15836,WA
59798468,0,17SEP44,55.0,0,,"$84,964",No,"$227,091",Yes,M,Bachelors,z_Blue Collar,21,Commercial,"$5,760",1,Pickup,yes,$969,2.0,No,6,0.0,11.0,0,Highly Urban/ Urban,13063,ND
957817015,0,04NOV43,56.0,0,8.0,"$38,240",No,"$190,675",Yes,z_F,z_High School,Clerical,28,Private,"$16,220",4,z_SUV,no,$0,0.0,No,0,0.0,,0,z_Highly Rural/ Rural,17306,OK
402443529,0,20DEC59,39.0,2,0.0,$0,No,"$69,369",Yes,z_F,z_High School,Home Maker,36,Private,"$8,750",4,Sports Car,no,$0,0.0,No,0,0.0,8.0,0,Highly Urban/ Urban,10291,ND
298667574,2,26JUN55,44.0,2,13.0,"$142,588",No,"$365,256",Yes,M,Masters,Manager,28,Private,"$21,790",6,Minivan,yes,$0,0.0,No,2,0.0,9.0,0,Highly Urban/ Urban,13193,SC
303462460,0,13MAY65,34.0,0,11.0,"$51,565",No,$0,z_No,M,Masters,Lawyer,36,Private,"$18,110",1,Van,yes,$759,2.0,No,3,0.0,15.0,0,Highly Urban/ Urban,13731,KS
629946797,0,08AUG65,34.0,3,0.0,$0,No,"$66,358",Yes,z_F,z_High School,Home Maker,25,Private,"$11,740",9,z_SUV,no,"$1,800",2.0,No,2,5711.0,1.0,1,Highly Urban/ Urban,12468,AK
783473090,0,06JAN63,36.0,0,11.0,"$105,384",No,"$267,509",Yes,M,Masters,Professional,24,Private,"$13,800",7,Minivan,yes,"$31,695",3.0,Yes,4,0.0,17.0,0,Highly Urban/ Urban,16784,WA
8565171,0,13OCT58,41.0,0,10.0,"$66,265",No,"$159,276",Yes,M,Masters,Lawyer,59,Private,"$12,230",4,Minivan,yes,$0,0.0,No,1,13105.0,9.0,1,Highly Urban/ Urban,14504,SC
950995873,0,30APR53,46.0,0,7.0,,No,,z_No,M,Masters,,17,Commercial,"$23,350",13,Panel Truck,yes,"$4,678",3.0,No,6,4061.0,17.0,1,Highly Urban/ Urban,12531,FL
867703916,0,08MAR54,45.0,0,12.0,"$32,394",No,$0,z_No,z_F,z_High School,Clerical,33,Private,"$13,770",4,z_SUV,no,$0,0.0,No,0,0.0,1.0,0,Highly Urban/ Urban,16946,OR
593582812,0,31JUL57,42.0,0,9.0,"$76,226",No,"$217,920",Yes,M,Bachelors,z_Blue Collar,18,Commercial,"$23,390",13,Panel Truck,yes,$0,0.0,No,0,0.0,14.0,0,Highly Urban/ Urban,11331,NV
22340563,1,25MAY61,38.0,3,16.0,"$7,528",No,"$113,809",Yes,M,<High School,Clerical,26,Private,"$8,080",1,Pickup,yes,$0,0.0,No,0,0.0,8.0,0,z_Highly Rural/ Rural,11233,CT
679555193,0,16FEB66,33.0,4,0.0,$0,Yes,$0,z_No,M,z_High School,Student,14,Commercial,"$15,090",1,Minivan,yes,"$1,631",1.0,No,2,7838.0,5.0,1,Highly Urban/ Urban,16810,AL
161607403,0,01AUG62,37.0,0,0.0,,No,"$73,890",Yes,z_F,Bachelors,Student,48,Commercial,"$12,850",7,z_SUV,no,$0,0.0,No,3,3660.0,6.0,1,Highly Urban/ Urban,11227,NE
700623278,1,05JAN57,42.0,1,9.0,"$32,797",No,"$160,661",Yes,z_F,Masters,Lawyer,63,Private,"$21,690",1,Minivan,no,$0,0.0,No,2,0.0,14.0,0,Highly Urban/ Urban,13326,MO
755810990,0,20NOV51,47.0,0,11.0,"$44,705",No,"$217,885",Yes,z_F,Bachelors,Professional,50,Private,"$12,840",1,z_SUV,no,"$1,533",2.0,No,0,5125.0,10.0,1,Highly Urban/ Urban,12746,AZ
