brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
53332.0,for_sale,169900.0,2.0,2.0,0.28,978903.0,Mohegan Lake,New York,10547.0,1250.0,12-09-2002
16829.0,for_sale,2395000.0,8.0,9.0,8.5,1486773.0,Bedford Hills,New York,10507.0,5437.0,09-09-1992
41532.0,for_sale,334900.0,2.0,2.0,,1086070.0,Shrub Oak,New York,10588.0,1400.0,
45949.0,for_sale,839000.0,4.0,3.0,9.27,437285.0,Lincolndale,New York,10540.0,2300.0,
10485.0,for_sale,459900.0,3.0,2.0,0.36,58093.0,Lake Peekskill,New York,10537.0,1760.0,03-12-2019
53332.0,for_sale,635000.0,3.0,4.0,0.88,1521860.0,Crompond,New York,10517.0,2400.0,
85274.0,for_sale,1180000.0,4.0,4.0,2.02,785870.0,Millwood,New York,10546.0,4258.0,
10485.0,for_sale,320000.0,2.0,1.0,,793153.0,Goldens Bridge,New York,10526.0,1000.0,
107956.0,for_sale,479000.0,3.0,2.0,0.3,1478039.0,Croton Falls,New York,10519.0,1457.0,29-07-1986
51262.0,for_sale,750000.0,4.0,3.0,0.92,847164.0,Granite Springs,New York,10527.0,2388.0,21-03-2013
45488.0,for_sale,599900.0,4.0,2.0,0.23,329458.0,Purdys,New York,10578.0,1700.0,11-04-2005
50322.0,for_sale,559000.0,,,0.1,481313.0,Fort Montgomery,New York,10922.0,2116.0,23-11-1988
25218.0,for_sale,579000.0,3.0,2.0,0.09,252474.0,Rockville Centre,New York,11570.0,,
33714.0,for_sale,729000.0,4.0,2.0,0.11,1063975.0,Mineola,New York,11501.0,,
19680.0,for_sale,749000.0,3.0,2.0,0.06,1745304.0,Stewart Manor,New York,11530.0,1636.0,30-03-2016
33714.0,for_sale,979000.0,5.0,3.0,0.25,524343.0,Freeport,New York,11520.0,2900.0,11-07-2019
71222.0,for_sale,499999.0,3.0,2.0,0.14,1502445.0,Uniondale,New York,11553.0,,13-02-1998
36064.0,for_sale,749999.0,,,,1139229.0,Old Westbury,New York,11568.0,,29-09-1998
83401.0,for_sale,919000.0,4.0,3.0,0.2,1004009.0,Hewlett,New York,11557.0,1650.0,
22022.0,for_sale,719000.0,3.0,2.0,0.13,1300047.0,Lynbrook,New York,11563.0,,31-05-1994
104812.0,for_sale,640000.0,3.0,3.0,0.1,1724992.0,Malverne,New York,11565.0,1554.0,
52941.0,for_sale,550000.0,3.0,2.0,0.09,562276.0,Franklin Square,New York,11010.0,,27-03-2009
16829.0,for_sale,695000.0,3.0,2.0,0.14,780757.0,Carle Place,New York,11514.0,1325.0,04-10-2016
22022.0,for_sale,169000.0,,1.0,,1298126.0,East Rockaway,New York,11518.0,,
23620.0,for_sale,779000.0,5.0,3.0,0.16,321201.0,Westbury,New York,11590.0,2030.0,
81852.0,for_sale,250000.0,2.0,2.0,0.01,865083.0,New Windsor,New York,12553.0,1176.0,09-07-2010
79060.0,for_sale,325000.0,3.0,2.0,0.49,1088306.0,Newburgh,New York,12550.0,1470.0,
50322.0,for_sale,35000.0,,,0.92,1510705.0,Cornwall,New York,12518.0,,
10485.0,for_sale,159900.0,,,3.5,1953506.0,Highland Mills,New York,11797.0,,
31093.0,for_sale,29900.0,,,,1902359.0,Wallkill,New York,12589.0,,
28963.0,for_sale,650000.0,3.0,2.0,0.84,870307.0,Marlboro,New York,12542.0,2800.0,
10368.0,for_sale,42500.0,,,1.38,1935384.0,Saratoga,New York,12871.0,,
81852.0,for_sale,229000.0,2.0,2.0,2.0,1438458.0,Walden,New York,12586.0,1545.0,12-01-2001
107974.0,for_sale,875000.0,,,6.92,1951334.0,Stamford,Connecticut,6904.0,,
79729.0,for_sale,379000.0,2.0,3.0,1.18,1448281.0,Poughkeepsie,New York,12601.0,2200.0,11-05-2010
78327.0,for_sale,195000.0,2.0,2.0,,242456.0,Rock Tavern,New York,12575.0,1248.0,
45949.0,for_sale,335000.0,5.0,2.0,,719534.0,Cornwall On Hudson,New York,12520.0,1846.0,22-03-2019
45949.0,for_sale,45000.0,,,1.0,1428195.0,Plattekill,New York,12568.0,,08-11-1989
25560.0,for_sale,95000.0,,,2.24,1853439.0,Montgomery,New York,12549.0,,03-06-2008
45949.0,for_sale,55000.0,,,0.34,1860373.0,Maybrook,New York,12543.0,,14-09-2017
45949.0,for_sale,450000.0,,,34.4,1927046.0,Campbell Hall,New York,10916.0,,
41572.0,for_sale,529000.0,4.0,5.0,1.8,547102.0,Modena,New York,12548.0,2354.0,
56353.0,for_sale,92900.0,3.0,2.0,,114679.0,Gardiner,New York,12525.0,,
28989.0,for_sale,1199000.0,4.0,3.0,1.0,1120931.0,Northport,New York,11768.0,,11-02-2003
22611.0,for_sale,475000.0,4.0,3.0,0.58,1281399.0,Middletown,New York,10941.0,2280.0,19-10-2016
24821.0,for_sale,379998.0,3.0,3.0,1.06,289368.0,Wurtsboro,New York,12790.0,1577.0,19-08-2020
53016.0,for_sale,400000.0,3.0,3.0,3.82,1428215.0,Bloomingburg,New York,12721.0,2464.0,28-05-1993
45949.0,for_sale,350000.0,5.0,3.0,5.1,297021.0,Pine Bush,New York,12566.0,2874.0,01-06-2018
33714.0,for_sale,300000.0,3.0,1.0,,1081163.0,Walker Valley,New York,12588.0,1120.0,
83784.0,for_sale,99900.0,,,10.8,1937858.0,Otisville,New York,10963.0,,05-01-2001
78310.0,for_sale,350000.0,,,1.98,806188.0,Circleville,New York,10919.0,,
97692.0,for_sale,79000.0,,,7.9,1748240.0,Ellenville,New York,12428.0,,
52753.0,for_sale,159900.0,2.0,1.0,0.22,938449.0,Slate Hill,New York,10973.0,928.0,21-08-1987
45949.0,for_sale,79900.0,3.0,2.0,,654210.0,Burlingham,New York,12722.0,997.0,
18547.0,for_sale,189000.0,3.0,3.0,0.08,601075.0,Woodridge,New York,12789.0,2073.0,01-05-2002
52753.0,for_sale,375000.0,3.0,2.0,1.01,264257.0,Rock Hill,New York,12775.0,1352.0,20-06-1984
33714.0,for_sale,465000.0,3.0,1.0,0.34,1336261.0,New Paltz,New York,12561.0,1817.0,16-08-1979
31980.0,for_sale,247000.0,3.0,1.0,0.41,114871.0,Westbrookville,New York,12785.0,960.0,
50321.0,for_sale,35000.0,,,6.65,1868118.0,Fallsburg,New York,12733.0,,
45949.0,for_sale,75000.0,,,4.0,1758537.0,Kerhonkson,New York,12446.0,,
97204.0,for_sale,399000.0,,,117.1,1815687.0,Greenfield Park,New York,12435.0,,18-07-1983
105654.0,for_sale,899900.0,,,4.0,912322.0,Napanoch,New York,12489.0,,
59490.0,for_sale,225000.0,,,82.0,1846421.0,Napanoch,New York,12458.0,,08-12-2004
77819.0,for_sale,299000.0,3.0,3.0,1.05,159403.0,South Fallsburg,New York,12779.0,2998.0,02-10-1998
10485.0,for_sale,134900.0,2.0,1.0,0.11,653975.0,Woodbourne,New York,12788.0,825.0,02-05-2022
25560.0,for_sale,289741.0,,,14.28,1953442.0,Accord,New York,12404.0,,
79188.0,for_sale,169900.0,2.0,1.0,0.39,1310913.0,Mountain Dale,New York,12763.0,825.0,18-07-2017
53232.0,for_sale,80000.0,,,7.0,1956622.0,Clintondale,New York,12515.0,,28-12-2017
62262.0,for_sale,1075000.0,2.0,2.0,9.4,1119215.0,High Falls,New York,12440.0,1932.0,11-05-2022
80054.0,for_sale,350000.0,2.0,2.0,1.18,1669054.0,Grahamsville,New York,12740.0,1792.0,04-10-2018
53016.0,for_sale,30000000.0,4.0,4.0,635.0,385537.0,Thompson Ridge,New York,10985.0,3590.0,
78327.0,for_sale,619000.0,4.0,3.0,2.1,1667874.0,Milton,New York,12547.0,2459.0,01-10-2021
91584.0,for_sale,550000.0,2.0,2.0,0.15,7928.0,Massapequa,New York,11758.0,,28-02-2017
22022.0,for_sale,670000.0,4.0,2.0,0.19,1118152.0,Seaford,New York,11783.0,,31-10-2014
22022.0,for_sale,949000.0,4.0,3.0,0.24,1030304.0,Merrick,New York,11566.0,3419.0,21-01-1993
74720.0,for_sale,799000.0,3.0,3.0,0.19,1729599.0,North Bellmore,New York,11710.0,,12-01-1995
16829.0,for_sale,529000.0,3.0,1.0,0.16,1758352.0,Levittown,New York,11756.0,,
68947.0,for_sale,629988.0,4.0,1.0,0.17,756672.0,East Meadow,New York,11554.0,1333.0,
53270.0,for_sale,710000.0,3.0,3.0,0.17,988551.0,Wantagh,New York,11793.0,1700.0,
54326.0,for_sale,799000.0,4.0,3.0,0.19,1556160.0,Syosset,New York,11791.0,,20-06-2019
28993.0,for_sale,1950000.0,6.0,5.0,18.14,752996.0,Centre Island,New York,11771.0,,04-08-2000
91607.0,for_sale,549000.0,3.0,2.0,0.12,1660787.0,Amityville,New York,11701.0,1818.0,28-09-2020
22022.0,for_sale,365000.0,2.0,1.0,,1452860.0,Farmingdale,New York,11735.0,,
52941.0,for_sale,379000.0,1.0,1.0,0.18,1758921.0,Huntingtn Sta,New York,11746.0,,
28974.0,for_sale,1199999.0,5.0,4.0,0.23,1669238.0,Old Bethpage,New York,11804.0,3000.0,28-03-2012
22022.0,for_sale,519000.0,4.0,2.0,0.18,915087.0,Island Park,New York,11558.0,,
22022.0,for_sale,799000.0,3.0,3.0,0.18,196433.0,Plainview,New York,11803.0,2162.0,31-03-1994
83061.0,for_sale,509999.0,4.0,2.0,0.12,329627.0,Huntington,New York,11743.0,,
18722.0,for_sale,659900.0,3.0,1.0,0.23,1757936.0,Bethpage,New York,11714.0,1084.0,
30630.0,for_sale,569000.0,4.0,1.0,0.16,1088204.0,Hicksville,New York,11801.0,1376.0,25-08-2011
108850.0,for_sale,2500000.0,,,6.57,912318.0,Mill Neck,New York,11765.0,,10-01-2014
28978.0,for_sale,879000.0,5.0,3.0,0.18,846707.0,Melville,New York,11747.0,,09-03-1999
91607.0,for_sale,1499000.0,4.0,3.0,0.17,1032756.0,Jericho,New York,11753.0,,23-11-2021
39628.0,for_sale,750000.0,,,0.53,752940.0,Locust Valley,New York,11560.0,,02-07-2001
28982.0,for_sale,599000.0,3.0,2.0,0.14,249900.0,Massapequa Park,New York,11762.0,1925.0,27-05-1988
12734.0,for_sale,328000.0,1.0,1.0,,1708764.0,Elmhurst,New York,11380.0,,
29017.0,for_sale,979990.0,4.0,3.0,0.23,387905.0,East Norwich,New York,11732.0,,08-11-2021
53270.0,for_sale,329000.0,1.0,1.0,,524739.0,Bayside,New York,11359.0,700.0,20-11-2019
33714.0,for_sale,275000.0,2.0,1.0,0.14,917146.0,Copiague,New York,11726.0,857.0,
22022.0,for_sale,1100000.0,3.0,3.0,1.75,1306236.0,Cold Spg Hbr,New York,11724.0,,28-09-2015
73634.0,for_sale,2200000.0,4.0,3.0,0.13,1244327.0,East Atlantic Beach,New York,11561.0,3000.0,31-01-2022
64975.0,for_sale,599000.0,4.0,2.0,0.07,173294.0,Atlantic Beach,New York,11509.0,,
46112.0,for_sale,1300000.0,4.0,4.0,0.05,1394790.0,Point Lookout,New York,11569.0,2486.0,19-03-2007
53177.0,for_sale,500000.0,3.0,2.0,0.11,1811484.0,Lindenhurst,New York,11757.0,1727.0,18-06-2019
33714.0,for_sale,559000.0,4.0,3.0,0.17,1051186.0,Deer Park,New York,11729.0,,06-02-2018
2440.0,for_sale,529000.0,3.0,2.0,0.14,342465.0,West Babylon,New York,11704.0,,23-01-2014
15335.0,for_sale,589000.0,3.0,2.0,0.24,986366.0,Babylon,New York,11702.0,,
30510.0,for_sale,439000.0,3.0,3.0,0.11,198270.0,Wheatley Heights,New York,11798.0,,20-02-2007
33714.0,for_sale,450000.0,3.0,2.0,0.21,689980.0,North Babylon,New York,11703.0,,11-12-2007
56071.0,for_sale,725880.0,3.0,3.0,0.13,330438.0,Bayville,New York,11709.0,,
22022.0,for_sale,635000.0,5.0,4.0,0.53,1708298.0,Greenlawn,New York,11740.0,,
83061.0,for_sale,1050000.0,4.0,2.0,0.37,1620202.0,West Islip,New York,11795.0,,10-05-1999
103728.0,for_sale,309900.0,4.0,1.0,0.32,162750.0,Bay Shore,New York,11706.0,1479.0,29-06-2020
83061.0,for_sale,710000.0,4.0,4.0,,1653152.0,Commack,New York,11725.0,,20-12-1996
91607.0,for_sale,739000.0,4.0,3.0,0.17,733429.0,East Northport,New York,11731.0,2200.0,
28989.0,for_sale,1299000.0,3.0,3.0,1.39,1395962.0,Centerport,New York,11721.0,,16-02-2021
93519.0,for_sale,500000.0,,,0.06,1421667.0,Flatbush,New York,4715.0,1136.0,
83061.0,for_sale,449990.0,4.0,1.0,0.21,10528.0,Bayport,New York,11705.0,,
83061.0,for_sale,199000.0,3.0,1.0,0.22,840957.0,Bellport,New York,11713.0,1131.0,
61760.0,for_sale,539000.0,4.0,2.0,0.16,914392.0,Blue Point,New York,11715.0,,31-12-2021
32916.0,for_sale,539000.0,3.0,2.0,0.51,1786009.0,Bohemia,New York,11716.0,2058.0,31-01-2020
66440.0,for_sale,499000.0,5.0,2.0,0.17,1762076.0,Brentwood,New York,11717.0,2241.0,
91607.0,for_sale,499999.0,2.0,2.0,0.28,1355526.0,Brightwaters,New York,11718.0,,08-12-1995
21549.0,for_sale,559990.0,4.0,2.0,0.27,317314.0,East Islip,New York,11730.0,1820.0,17-07-1989
91607.0,for_sale,799999.0,4.0,4.0,0.5,1192832.0,Smithtown,New York,11787.0,,01-12-1988
59120.0,for_sale,639000.0,4.0,3.0,0.23,19543.0,Islip,New York,11751.0,1800.0,01-06-2017
31514.0,for_sale,459000.0,3.0,3.0,0.75,1308328.0,Brookhaven,New York,11719.0,2163.0,06-09-2012
25168.0,for_sale,180000.0,2.0,1.0,,1470000.0,Central Islip,New York,11722.0,,18-08-1998
28983.0,for_sale,249000.0,,,0.47,1952931.0,Hauppauge,New York,11788.0,,04-06-2008
54326.0,for_sale,519000.0,4.0,2.0,0.91,687992.0,Oakdale,New York,11769.0,,31-03-2020
83061.0,for_sale,375000.0,,,0.09,548049.0,Sayville,New York,11782.0,,15-11-2021
20086.0,for_sale,540000.0,4.0,2.0,0.13,250257.0,Kings Park,New York,11754.0,,05-11-2007
15493.0,for_sale,234990.0,1.0,1.0,0.02,30497.0,Hauppauge,New York,11749.0,,28-01-2008
30510.0,for_sale,475000.0,4.0,2.0,0.18,1756069.0,Islip Terrace,New York,11752.0,,20-07-1989
29007.0,for_sale,2995000.0,4.0,3.0,0.11,766940.0,Ocean Beach,New York,11770.0,2550.0,
91607.0,for_sale,1299900.0,3.0,3.0,1.02,862985.0,Great River,New York,11739.0,,02-05-2003
83061.0,for_sale,1595000.0,5.0,4.0,2.04,1759673.0,Nissequogue,New York,11780.0,4560.0,05-04-1982
83061.0,for_sale,515000.0,4.0,3.0,0.28,684671.0,Patchogue,New York,11772.0,2062.0,15-08-2001
87576.0,for_sale,344999.0,3.0,1.0,0.14,254485.0,Mastic Beach,New York,11951.0,923.0,23-09-2020
22022.0,for_sale,439913.0,5.0,2.0,0.11,883852.0,Shirley,New York,11967.0,,16-01-2020
66440.0,for_sale,369999.0,2.0,1.0,0.08,584376.0,Holtsville,New York,11742.0,,13-06-2018
21553.0,for_sale,575000.0,5.0,3.0,0.38,1071895.0,Holbrook,New York,11741.0,2400.0,13-09-1991
103372.0,for_sale,359900.0,5.0,2.0,0.23,848006.0,Medford,New York,11763.0,,05-06-2008
28975.0,for_sale,439990.0,4.0,3.0,0.26,1229547.0,Nesconset,New York,11767.0,,17-05-2021
29020.0,for_sale,549000.0,4.0,2.0,0.22,1192133.0,West Sayville,New York,11796.0,2049.0,06-10-1999
52941.0,for_sale,569000.0,4.0,3.0,0.9,197737.0,Yaphank,New York,11980.0,3200.0,27-10-2004
33714.0,for_sale,524900.0,4.0,3.0,0.25,913798.0,Mastic,New York,11950.0,,31-01-2022
58492.0,for_sale,63000.0,2.0,1.0,,1364594.0,Riverhead,New York,11901.0,,
29529.0,for_sale,689000.0,2.0,1.0,,609676.0,Amagansett,New York,11930.0,565.0,
44674.0,for_sale,729000.0,3.0,2.0,0.65,1511141.0,Aquebogue,New York,11931.0,,
16829.0,for_sale,47500000.0,4.0,4.0,2.55,1109329.0,Bridgehampton,New York,11932.0,3846.0,
58492.0,for_sale,129900.0,2.0,1.0,,1760348.0,Baiting Hollow,New York,11933.0,,
15493.0,for_sale,569990.0,4.0,3.0,0.92,1853180.0,Center Moriches,New York,11934.0,2400.0,
26692.0,for_sale,525000.0,2.0,2.0,0.17,605154.0,Cutchogue,New York,11935.0,1098.0,05-10-2000
98733.0,for_sale,979000.0,3.0,2.0,0.24,1136817.0,East Hampton,New York,11937.0,1424.0,
35026.0,for_sale,429000.0,2.0,2.0,0.2,1556602.0,East Moriches,New York,11940.0,,24-12-2014
21215.0,for_sale,550000.0,3.0,1.0,0.49,794967.0,Eastport,New York,11941.0,,
47522.0,for_sale,500000.0,3.0,3.0,0.17,981376.0,Hampton Bays,New York,11946.0,,
26692.0,for_sale,675000.0,3.0,1.0,0.4,498457.0,Jamesport,New York,11947.0,1553.0,
91607.0,for_sale,865000.0,4.0,2.0,0.54,1443320.0,Laurel,New York,11948.0,2000.0,07-06-2000
22022.0,for_sale,749000.0,2.0,1.0,0.17,1083322.0,Peconic,New York,11958.0,800.0,
28987.0,for_sale,1400000.0,4.0,4.0,0.9,1121450.0,Westhampton,New York,11977.0,2656.0,05-05-1999
13975.0,for_sale,939000.0,3.0,2.0,0.45,893578.0,Remsenburg,New York,11960.0,1544.0,
38078.0,for_sale,110000.0,1.0,1.0,0.08,558665.0,Manorville,New York,11949.0,825.0,
24196.0,for_sale,499000.0,3.0,2.0,0.09,269812.0,East Quogue,New York,11942.0,,23-11-2020
94035.0,for_sale,380000.0,2.0,2.0,0.05,1117556.0,Moriches,New York,11955.0,2015.0,14-08-1987
28972.0,for_sale,395000.0,,,0.9,1310153.0,Shelter Island,New York,11964.0,,16-04-1990
49377.0,for_sale,975000.0,,,1.04,1448434.0,Southampton,New York,11968.0,,13-09-1996
101257.0,for_sale,899000.0,,,1.07,598966.0,Quogue,New York,11959.0,,14-10-1999
28972.0,for_sale,645000.0,,,0.5,1448757.0,Shelter Island Heights,New York,11965.0,,
89622.0,for_sale,1525000.0,,,16.09,1745897.0,Water Mill,New York,11976.0,,
28972.0,for_sale,275000.0,,,0.87,47816.0,Speonk,New York,11972.0,,01-12-2005
98421.0,for_sale,899999.0,3.0,2.0,,1566886.0,Sag Harbor,New York,11963.0,2400.0,22-08-2019
16829.0,for_sale,795000.0,,,0.92,1267525.0,Westhampton Bch,New York,11978.0,,01-08-2011
23318.0,for_sale,995000.0,4.0,2.0,1.22,656648.0,South Jamesport,New York,11970.0,,
26692.0,for_sale,2200000.0,4.0,5.0,0.34,1529951.0,New Suffolk,New York,11956.0,,23-07-2019
92884.0,for_sale,18000000.0,8.0,13.0,1.3,639557.0,Sagaponack,New York,11962.0,5900.0,
89622.0,for_sale,1295000.0,4.0,2.0,0.5,652002.0,Wainscott,New York,11975.0,2185.0,
37679.0,for_sale,439900.0,3.0,3.0,9.6,1088718.0,Westerlo,New York,12083.0,1458.0,
58617.0,for_sale,195000.0,4.0,2.0,3.7,1564582.0,Durham,New York,12422.0,1500.0,
36494.0,for_sale,1250000.0,3.0,3.0,5.5,1393703.0,East Durham,New York,12423.0,3500.0,08-02-2006
53232.0,for_sale,175000.0,3.0,2.0,7.0,176847.0,Catskill,New York,12414.0,2230.0,
3583.0,for_sale,449900.0,4.0,3.0,0.32,1089239.0,Bethlehem,New York,12054.0,2416.0,17-11-1998
33139.0,for_sale,199900.0,4.0,2.0,0.75,178413.0,Coeymans,New York,12046.0,2276.0,
11538.0,for_sale,103900.0,3.0,2.0,0.15,115415.0,Ravena,New York,12143.0,1368.0,12-01-2012
109235.0,for_sale,259900.0,3.0,2.0,0.14,1451694.0,Albany,New York,12203.0,1494.0,06-04-2018
78380.0,for_sale,224900.0,5.0,3.0,0.19,1628911.0,Albany,New York,12209.0,2000.0,09-03-2015
52568.0,for_sale,218000.0,3.0,2.0,0.23,1574358.0,Voorheesville,New York,12186.0,1896.0,24-11-2020
1938.0,for_sale,299000.0,3.0,2.0,1.5,1529867.0,Cairo,New York,12413.0,1456.0,
37679.0,for_sale,219900.0,3.0,1.0,0.3,112945.0,Guilderland,New York,12084.0,1368.0,22-08-2016
10211.0,for_sale,315000.0,6.0,2.0,0.14,872506.0,Albany,New York,12208.0,3165.0,29-09-2015
104467.0,for_sale,269900.0,2.0,1.0,0.17,1759965.0,Guilderland,New York,12159.0,1116.0,04-01-2017
53232.0,for_sale,299000.0,3.0,2.0,4.27,866899.0,Hannacroix,New York,12087.0,1728.0,
22550.0,for_sale,319975.0,3.0,3.0,0.1,847950.0,Bethlehem,New York,12158.0,1946.0,
94424.0,for_sale,684000.0,4.0,3.0,2.2,881585.0,Bethlehem,New York,12077.0,2795.0,
14793.0,for_sale,259900.0,3.0,2.0,9.6,794134.0,Knox,New York,12053.0,2450.0,
14793.0,for_sale,425000.0,3.0,3.0,0.45,1134256.0,Altamont,New York,12009.0,2050.0,
65241.0,for_sale,448000.0,3.0,3.0,0.46,1531531.0,Mechanicville,New York,12118.0,1972.0,
51084.0,for_sale,449900.0,5.0,4.0,0.73,221665.0,Waterford,New York,12188.0,2772.0,05-06-2017
52568.0,for_sale,160000.0,3.0,2.0,0.11,643573.0,Schenectady,New York,12308.0,1626.0,06-09-2012
52568.0,for_sale,289000.0,3.0,3.0,1.64,696821.0,Saratoga Springs,New York,12866.0,1465.0,11-04-2007
10211.0,for_sale,170000.0,3.0,1.0,0.22,1417645.0,Ballston Spa,New York,12020.0,1464.0,17-06-1994
65240.0,for_sale,275000.0,3.0,2.0,0.73,1411357.0,Glenville,New York,12302.0,1848.0,29-10-2007
59607.0,for_sale,359900.0,4.0,3.0,0.26,1226381.0,Schenectady,New York,12304.0,1960.0,01-11-1999
65240.0,for_sale,339900.0,4.0,3.0,0.54,991410.0,Rotterdam,New York,12306.0,2220.0,
38458.0,for_sale,379900.0,4.0,3.0,0.31,765345.0,Albany,New York,12205.0,2206.0,17-06-2002
11538.0,for_sale,127700.0,4.0,2.0,0.11,1798735.0,Schenectady,New York,12303.0,2126.0,13-12-2011
22552.0,for_sale,339900.0,4.0,3.0,0.39,751364.0,Niskayuna,New York,12309.0,2368.0,
65800.0,for_sale,355000.0,4.0,3.0,0.62,892935.0,Clifton Park,New York,12065.0,2386.0,21-03-2017
52568.0,for_sale,129900.0,6.0,2.0,0.08,385390.0,Schenectady,New York,12307.0,2432.0,20-11-2015
109235.0,for_sale,324900.0,3.0,3.0,0.23,196923.0,Colonie,New York,12110.0,2061.0,
18677.0,for_sale,294500.0,2.0,1.0,0.4,956426.0,Colonie,New York,12047.0,1008.0,
52568.0,for_sale,299900.0,4.0,3.0,0.54,1311779.0,Malta,New York,12019.0,1752.0,
45690.0,for_sale,110000.0,2.0,1.0,0.09,1383118.0,Troy,New York,12182.0,896.0,17-09-2018
45690.0,for_sale,49500.0,6.0,2.0,0.06,601686.0,Amsterdam,New York,12010.0,2504.0,
86078.0,for_sale,89900.0,,,15.53,1725637.0,Athens,New York,12015.0,,
18718.0,for_sale,139000.0,2.0,1.0,0.12,604024.0,Watervliet,New York,12189.0,912.0,30-10-2013
36508.0,for_sale,45000.0,3.0,1.0,0.54,689550.0,Berne,New York,12023.0,1277.0,
36497.0,for_sale,665000.0,4.0,3.0,0.55,1407400.0,New Baltimore,New York,12496.0,2375.0,17-05-2012
87584.0,for_sale,135000.0,2.0,2.0,6.0,360756.0,Broadalbin,New York,12025.0,1544.0,
106556.0,for_sale,80000.0,,,59.45,1858673.0,Westerlo,New York,12193.0,,
10368.0,for_sale,24900.0,,,0.29,1610260.0,New Baltimore,New York,12124.0,,
10211.0,for_sale,139900.0,,,36.2,3350.0,Clifton Park,New York,12148.0,,
52568.0,for_sale,50000.0,4.0,2.0,0.1,271519.0,Schenectady,New York,12305.0,2151.0,28-02-2018
65241.0,for_sale,139900.0,,,31.7,1953996.0,Knox,New York,12059.0,,
39686.0,for_sale,2900000.0,5.0,4.0,73.1,420368.0,Coeymans,New York,12045.0,4800.0,
10368.0,for_sale,549700.0,3.0,1.0,112.0,879376.0,Stuyvesant,New York,12156.0,1377.0,
22611.0,for_sale,300000.0,,,4.8,9991.0,Hudson,New York,12541.0,,
22552.0,for_sale,199900.0,3.0,3.0,0.07,316908.0,Green Island,New York,12183.0,1900.0,17-12-2021
22550.0,for_sale,599800.0,4.0,3.0,0.45,331916.0,Colonie,New York,12211.0,2506.0,
45690.0,for_sale,1500000.0,,,89.73,457883.0,East Greenbush,New York,12144.0,,
45690.0,for_sale,651875.0,4.0,3.0,11.94,986472.0,Stillwater,New York,12170.0,2963.0,
74259.0,for_sale,473900.0,3.0,2.0,0.17,894296.0,Malta,New York,12151.0,1900.0,
52568.0,for_sale,395900.0,3.0,2.0,7.3,1068637.0,Princetown,New York,12056.0,1636.0,15-09-2003
94424.0,for_sale,444900.0,3.0,3.0,1.13,696857.0,Ballston Lake,New York,12027.0,1916.0,
14793.0,for_sale,54000.0,,,0.28,1170266.0,Colonie,New York,12210.0,,
74259.0,for_sale,741495.0,3.0,2.0,0.62,1088262.0,Wilton,New York,12831.0,3076.0,
66403.0,for_sale,28000.0,,,2.9,1244218.0,Knox,New York,12107.0,,
42849.0,for_sale,145000.0,3.0,2.0,0.26,1568601.0,Coxsackie Village,New York,12051.0,1160.0,03-02-2020
41662.0,for_sale,70000.0,6.0,2.0,8.9,312556.0,Rensselaer,New York,12147.0,3700.0,06-02-2017
86078.0,for_sale,199900.0,,,17.1,524278.0,Cairo,New York,12470.0,,
37679.0,for_sale,32500.0,,,0.76,1987575.0,New Scotland,New York,12041.0,,
14793.0,for_sale,225000.0,,,99.0,1897668.0,New Scotland,New York,12067.0,,
24634.0,for_sale,180900.0,3.0,2.0,5.95,499664.0,Coxsackie,New York,12058.0,980.0,01-12-2021
75667.0,for_sale,325000.0,4.0,2.0,7.4,573981.0,Freehold,New York,12431.0,2250.0,12-01-2022
22552.0,for_sale,139000.0,,,25.0,1957222.0,Stockport,New York,12171.0,,
58617.0,for_sale,495000.0,4.0,4.0,1.14,852720.0,Cairo,New York,12474.0,4400.0,
23056.0,for_sale,498000.0,1.0,1.0,0.21,764118.0,Leeds,New York,12451.0,2100.0,03-03-1997
68515.0,for_sale,450000.0,3.0,2.0,63.03,320495.0,New Baltimore,New York,12192.0,1760.0,
11363.0,for_sale,249000.0,4.0,3.0,1.5,1048955.0,Durham,New York,12418.0,1952.0,
105654.0,for_sale,89000.0,,,1.01,1566876.0,Round Top,New York,12473.0,,
53232.0,for_sale,175900.0,2.0,1.0,1.1,525737.0,Cairo,New York,12482.0,1068.0,08-06-2011
45690.0,for_sale,179000.0,8.0,2.0,0.83,1135065.0,Cairo,New York,12407.0,3348.0,
24635.0,for_sale,89900.0,,,2.6,1188256.0,Medusa,New York,12120.0,,27-04-2004
53233.0,for_sale,149999.0,3.0,1.0,6.3,758558.0,Greenville,New York,12042.0,1448.0,
26849.0,for_sale,139000.0,5.0,3.0,0.34,909672.0,Stockport,New York,12172.0,2376.0,12-07-2005
23622.0,for_sale,1100000.0,4.0,3.0,6.1,1530975.0,Stuyvesant,New York,12174.0,2200.0,
19947.0,for_sale,295000.0,4.0,3.0,1.4,1258328.0,Rensselaerville,New York,12469.0,1248.0,
46053.0,for_sale,139900.0,3.0,2.0,5.58,350060.0,Root,New York,12166.0,1250.0,
24578.0,for_sale,99900.0,4.0,1.0,0.5,1420091.0,Schoharie,New York,12157.0,1425.0,27-10-2010
24578.0,for_sale,84900.0,3.0,2.0,0.47,1514953.0,Canajoharie,New York,13317.0,1978.0,01-07-2010
16086.0,for_sale,359000.0,4.0,2.0,0.9,118113.0,Cobleskill,New York,12043.0,3530.0,12-11-2013
